label,message
ham,"Hey, are you free this evening? We could grab dinner. vszqdflcyqm"
ham,"Thanks for helping me yesterday, really appreciate it. iom pm"
spam,Hot singles in your area! Text MEET to 9383331379. Msgs cost £2938 ea. Stop: STOP.
ham,"Just checking in, how are you feeling today? z"
ham,Meeting has been moved to 3pm. See you there. tofskfbz
spam,Hot singles in your area! Text MEET to 8758503592. Msgs cost £6830 ea. Stop: STOP.
ham,Remember we have that dentist appointment tomorrow at 2pm. u egsmkmujwavp u gmq
ham,Did you get my email? Let me know when you can talk.
ham,Did you get my email? Let me know when you can talk. xdlawzmjlan llw
ham,Can you send me the address again? I lost it. pwhttg
ham,Just finished the report. Will send it over shortly. hfplokpbjjtfxfom
ham,Just finished the report. Will send it over shortly. knfbmgtu
ham,"Mom says dinner is ready at 7, don't be late. tlennm nosmaepy"
ham,Happy birthday! Hope you have a wonderful day!
ham,Meeting has been moved to 3pm. See you there. zxotq tlwbvwt
spam,You have won a Nokia 6610. Call 9991837720 now to claim. Send STOP to 87239 to end.
ham,"Hey, are you free this evening? We could grab dinner. zske"
ham,Did you get my email? Let me know when you can talk. rfqcfepdorkpxq tq
spam,CASH PRIZE: Draw shows you have won a top prize of £5464. To collect call 9481146933.
ham,The package has been delivered to your door. ivpkberno cs
ham,"Just got out of the meeting, calling you in 5. ailycfoytlqyogmghb"
ham,"No worries, take your time. I'll be here. lyaiqe"
spam,Win a trip to Bahamas! You are selected. Call 8510792572 within 48 hours. Ref: HOLS196
spam,PRIVATE! Your 2003 Account Statement shows £8800 UNCLAIMED! Call 7969252345 to claim.
spam,PRIVATE! Your 2003 Account Statement shows £893 UNCLAIMED! Call 7197323378 to claim.
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 send to 87575. Cost: £5044p/msg."
ham,"Mom says dinner is ready at 7, don't be late. ybfstukpxqr"
spam,Naughty text messages! Txt CHAT to 7977046129 £4808/msg 2 stop txt STOP.
spam,WINNER!! You have been selected to win a cash prize of £1876 CALL NOW 9562254028
spam,You have an important message waiting. Call 7923988689 now. Calls cost £8791p/min.
ham,"Hey, are you free this evening? We could grab dinner. t"
ham,Remember we have that dentist appointment tomorrow at 2pm. mq
ham,Happy birthday! Hope you have a wonderful day!
ham,Remember we have that dentist appointment tomorrow at 2pm. vwqhusdfqcl ifb
ham,Just finished the report. Will send it over shortly. pazwabtfn r
spam,You have won a Nokia 6610. Call 7645848526 now to claim. Send STOP to 87239 to end.
ham,Are you coming to the party tonight? It starts at 8. auakojubcwssd
ham,Can we reschedule our call to tomorrow morning? ndieistdgscfjuvxilo
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 send to 87575. Cost: £1208p/msg."
spam,WINNER!! You have been selected to win a cash prize of £5982 CALL NOW 7041160563
ham,Happy birthday! Hope you have a wonderful day! vv
ham,The package has been delivered to your door. ox fflsps
ham,Remember we have that dentist appointment tomorrow at 2pm. kwwleqlkr
ham,Are you coming to the party tonight? It starts at 8. ugkwilrfgj
ham,Did you get my email? Let me know when you can talk. gwilntwhnduzmpajgu
ham,The package has been delivered to your door. bqmnpdsnvkwhzzxsptor
ham,Can we reschedule our call to tomorrow morning? bdewyney
ham,The kids are asking about the weekend trip. You in? whnksjwunh
ham,Can we reschedule our call to tomorrow morning? udiz iuvmeadxicgfc
ham,Can we reschedule our call to tomorrow morning? suehlicrbzeacfar
ham,"No worries, take your time. I'll be here. bwdsmunwc"
ham,Can we reschedule our call to tomorrow morning? p gqiryry
ham,"Just checking in, how are you feeling today? xels"
spam,WINNER!! You have been selected to win a cash prize of £7632 CALL NOW 7334417350
ham,"Hey, are you free this evening? We could grab dinner. qalvmfzrpywo"
ham,Remember we have that dentist appointment tomorrow at 2pm. joziqxh rsfununqai
ham,"Just got out of the meeting, calling you in 5."
ham,"Hey, are you free this evening? We could grab dinner. abkpxuaoawmp"
ham,Remember we have that dentist appointment tomorrow at 2pm. tbsmsqbjptvhea  peu
ham,Did you get my email? Let me know when you can talk. pg
ham,"Just got out of the meeting, calling you in 5. okdumnezzfiiu"
ham,"Hey, are you free this evening? We could grab dinner. ckcawzduhzqvavowxcd"
ham,Can you pick up some milk on your way home? nyqmdesiytc zga
ham,"Thanks for helping me yesterday, really appreciate it. fuudhmbdbbrfgxrplm"
spam,Congratulations! Your mobile has won £2734 prize. Call 8416495962 to claim. Send STOP to opt out.
ham,"Mom says dinner is ready at 7, don't be late. rtlusttpwneaq"
ham,"Just checking in, how are you feeling today? fzwegw"
ham,"Mom says dinner is ready at 7, don't be late. rfowylh  b"
ham,Remember we have that dentist appointment tomorrow at 2pm. xf
ham,Happy birthday! Hope you have a wonderful day! c
spam,You have an important message waiting. Call 9361055973 now. Calls cost £8215p/min.
ham,Can you send me the address again? I lost it. kkycsn
spam,Naughty text messages! Txt CHAT to 7674555072 £1430/msg 2 stop txt STOP.
spam,Win a trip to Bahamas! You are selected. Call 8528197464 within 48 hours. Ref: HOLS3837
ham,Did you get my email? Let me know when you can talk. szh
ham,Lunch at the usual place? 12:30 works for me. nyuigrec
ham,Did you get my email? Let me know when you can talk. slkfwukezsxm
ham,The package has been delivered to your door. vih
ham,Happy birthday! Hope you have a wonderful day! wilmixelyafvb
ham,Did you get my email? Let me know when you can talk. mpebhpksuhbpdjvpuq
ham,"Hey, are you free this evening? We could grab dinner. vcdebjr"
ham,"No worries, take your time. I'll be here. vflexzxgzy"
spam,Claim your FREE gift now! Text YES to 7610622521 to receive your £8119 voucher. Ts&Cs apply.
ham,"Hey, are you free this evening? We could grab dinner. chokcusejfasfswvrty"
spam,Naughty text messages! Txt CHAT to 7401377436 £8724/msg 2 stop txt STOP.
ham,Happy birthday! Hope you have a wonderful day! nhptehf qrln
ham,Happy birthday! Hope you have a wonderful day! pzatmvndwqf o
ham,Remember we have that dentist appointment tomorrow at 2pm. xfhcgsufmedxxcdlpte
spam,Congratulations! Your mobile has won £6890 prize. Call 7642708893 to claim. Send STOP to opt out.
spam,You have won a Nokia 6610. Call 8148229704 now to claim. Send STOP to 87239 to end.
spam,Claim your FREE gift now! Text YES to 9960826470 to receive your £7481 voucher. Ts&Cs apply.
spam,PRIVATE! Your 2003 Account Statement shows £3737 UNCLAIMED! Call 8937579958 to claim.
ham,Did you see the game last night? What a match! nest
spam,PRIVATE! Your 2003 Account Statement shows £4933 UNCLAIMED! Call 8578589030 to claim.
spam,Win a trip to Bahamas! You are selected. Call 8159417075 within 48 hours. Ref: HOLS6316
spam,Your FREE loan of £3489 is approved. Call 9238171141 to collect. Ts&Cs apply.
ham,"Just checking in, how are you feeling today? myh"
ham,Can we reschedule our call to tomorrow morning? muejoopsofbgmo
ham,Happy birthday! Hope you have a wonderful day! vihmsbp
ham,The package has been delivered to your door.   rwtyjm
ham,"Mom says dinner is ready at 7, don't be late."
ham,Did you see the game last night? What a match! t
ham,Can you send me the address again? I lost it. uxffdzgcckxcger
ham,Can you pick up some milk on your way home? bvzo bpucfdhu
ham,"Just checking in, how are you feeling today? njwovikwsqftwektcdm"
ham,Are you coming to the party tonight? It starts at 8. rjkijwwwkuxt
ham,"No worries, take your time. I'll be here. qbkydhyryiekgykeqqgy"
ham,"Mom says dinner is ready at 7, don't be late. hbvxxjsld"
ham,Can you send me the address again? I lost it. ycjdrovwkkcli
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 send to 87575. Cost: £9668p/msg."
ham,Did you see the game last night? What a match! ijlzyskyudtdaz
spam,FREE entry to win FA Cup final tkts. Text FA to 87121. Cost £5014p/msg.
ham,"Hey, are you free this evening? We could grab dinner. rcqvjpflivgihi qgyuo"
ham,Just finished the report. Will send it over shortly. ymeaeq rljgecvgw
ham,Can you pick up some milk on your way home?  zdnbkkyuwb x
ham,"Just got out of the meeting, calling you in 5. ibcjomgbfdrznakdke"
ham,Meeting has been moved to 3pm. See you there. eexfntraeekqbbg
spam,Congratulations! Your mobile has won £3465 prize. Call 9504600194 to claim. Send STOP to opt out.
spam,Your FREE loan of £7861 is approved. Call 9230517007 to collect. Ts&Cs apply.
ham,Did you get my email? Let me know when you can talk. xsmxoce
ham,"Running 10 mins late, sorry! Almost there. andcvgqhguqytrjevge"
ham,"No worries, take your time. I'll be here. hvrkmqknhucgnqdcbb"
spam,PRIVATE! Your 2003 Account Statement shows £3213 UNCLAIMED! Call 7503869216 to claim.
ham,Did you see the game last night? What a match! jumg
ham,Meeting has been moved to 3pm. See you there. copoinxo dfqrabpijd
ham,Are you coming to the party tonight? It starts at 8. avgxdgddc
ham,"Thanks for helping me yesterday, really appreciate it. ge yiofdovxit"
ham,"Just got out of the meeting, calling you in 5. pehvhjdiq"
spam,Congratulations! Your mobile has won £3986 prize. Call 8637947177 to claim. Send STOP to opt out.
ham,"Just checking in, how are you feeling today? vbpxujwkqsr o"
ham,Lunch at the usual place? 12:30 works for me. qguovdlyyzn
ham,"Thanks for helping me yesterday, really appreciate it. zoh u"
ham,The kids are asking about the weekend trip. You in?  laqfimyanwvcchkrkwh
ham,Are you coming to the party tonight? It starts at 8. mcgvadgwuggl
ham,Happy birthday! Hope you have a wonderful day! bwxajccpveeuusiljv
ham,"Just checking in, how are you feeling today? z"
ham,"Thanks for helping me yesterday, really appreciate it. vdsdksgs"
ham,Did you get my email? Let me know when you can talk. vdiqi umhqkkfkwhyc
ham,Can you send me the address again? I lost it. zfwlskepr
ham,"Running 10 mins late, sorry! Almost there. qhoypee"
ham,"No worries, take your time. I'll be here. wchme"
spam,You have won a Nokia 6610. Call 8872852789 now to claim. Send STOP to 87239 to end.
ham,Meeting has been moved to 3pm. See you there. ljaceatf
ham,The package has been delivered to your door. ggo
ham,Just finished the report. Will send it over shortly. qgxb k
ham,"Just checking in, how are you feeling today? l l"
ham,The package has been delivered to your door.  omojwzzsysidcuifz
ham,The kids are asking about the weekend trip. You in? t svvj cqks
ham,"Hey, are you free this evening? We could grab dinner. nsqpvfsgaq"
spam,Win a trip to Bahamas! You are selected. Call 8179387055 within 48 hours. Ref: HOLS4019
ham,Did you get my email? Let me know when you can talk. csyuaat
ham,Are you coming to the party tonight? It starts at 8. iykndmiat itmhz p
ham,Can we reschedule our call to tomorrow morning? pgqxdumjixjmozdfo
spam,WINNER!! You have been selected to win a cash prize of £6011 CALL NOW 7016387764
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 send to 87575. Cost: £5180p/msg."
ham,"Running 10 mins late, sorry! Almost there. fpctwygym"
ham,Can you send me the address again? I lost it. uqsyfrnxftbslae
ham,"Hey, are you free this evening? We could grab dinner."
ham,"Mom says dinner is ready at 7, don't be late. pftgio"
spam,IMPORTANT: Your account will be suspended. Verify now or lose access permanently at http://bit.ly/1492
ham,Can you send me the address again? I lost it. oifpyiv gi smzlc
spam,Congratulations! Your mobile has won £6924 prize. Call 9506981604 to claim. Send STOP to opt out.
ham,Meeting has been moved to 3pm. See you there. zrgsrvxa tybw
ham,"No worries, take your time. I'll be here. kzg"
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 send to 87575. Cost: £1648p/msg."
ham,The package has been delivered to your door. lsj qtsqgvnhky wsy
ham,Can we reschedule our call to tomorrow morning? esnmbbgowouhqrgqk
ham,Lunch at the usual place? 12:30 works for me. solyb
ham,"Thanks for helping me yesterday, really appreciate it. foyc"
spam,You have won a Nokia 6610. Call 9597724331 now to claim. Send STOP to 87239 to end.
ham,"Hey, are you free this evening? We could grab dinner. vzxodbvzxgoyythtzro"
ham,"Hey, are you free this evening? We could grab dinner. ljudymdlskfahbwy"
spam,Congratulations! Your mobile has won £8463 prize. Call 9719679239 to claim. Send STOP to opt out.
ham,Are you coming to the party tonight? It starts at 8. gbewf
ham,The kids are asking about the weekend trip. You in? nfmn cpdisqml
ham,"Hey, are you free this evening? We could grab dinner. ujlsskmyymzvnj"
spam,You have won a Nokia 6610. Call 7373589152 now to claim. Send STOP to 87239 to end.
ham,"Thanks for helping me yesterday, really appreciate it. myhazkajxnsymvj"
spam,You have won a Nokia 6610. Call 8011556076 now to claim. Send STOP to 87239 to end.
ham,"No worries, take your time. I'll be here.  jx oeoplvigtw"
spam,Naughty text messages! Txt CHAT to 8136646449 £3557/msg 2 stop txt STOP.
ham,Remember we have that dentist appointment tomorrow at 2pm. cvsviga
ham,"Running 10 mins late, sorry! Almost there. dihf"
ham,Can we reschedule our call to tomorrow morning? ezxn
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 send to 87575. Cost: £5527p/msg."
ham,Meeting has been moved to 3pm. See you there. fqzipwoeitijxqpm
ham,"Mom says dinner is ready at 7, don't be late. kelizmfqhpiabimdwkal"
spam,PRIVATE! Your 2003 Account Statement shows £2088 UNCLAIMED! Call 8960488639 to claim.
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 send to 87575. Cost: £7071p/msg."
ham,Lunch at the usual place? 12:30 works for me. pefqzqi
spam,WINNER!! You have been selected to win a cash prize of £8009 CALL NOW 7449036081
ham,"Just checking in, how are you feeling today? o"
ham,Are you coming to the party tonight? It starts at 8. fexytpfdbdeeabomkb
ham,Are you coming to the party tonight? It starts at 8. hguyob
ham,Lunch at the usual place? 12:30 works for me. zkanyx z
spam,Claim your FREE gift now! Text YES to 7354024760 to receive your £6690 voucher. Ts&Cs apply.
spam,You have an important message waiting. Call 7069663945 now. Calls cost £2490p/min.
ham,Remember we have that dentist appointment tomorrow at 2pm.  hkzh zrpgyzwiiitb
ham,"Thanks for helping me yesterday, really appreciate it. okoujmzaahadya fiu"
ham,"No worries, take your time. I'll be here. z"
ham,Can you pick up some milk on your way home? qmybiacdqpfsaduh
ham,"Just got out of the meeting, calling you in 5. ukzkuo"
ham,"Thanks for helping me yesterday, really appreciate it. ayshebnybulsym s"
ham,Just finished the report. Will send it over shortly. cwvirvoklqo kjvp
spam,Win a trip to Bahamas! You are selected. Call 8753841726 within 48 hours. Ref: HOLS5800
ham,"No worries, take your time. I'll be here. qqixziyl"
ham,Lunch at the usual place? 12:30 works for me. ktkxqgmicvvvonzqka
